run:
Instance 0 -> Cluster 0
Instance 1 -> Cluster 0
Instance 2 -> Cluster 0
Instance 3 -> Cluster 1
Instance 4 -> Cluster 0
Instance 5 -> Cluster 0
Instance 6 -> Cluster 1
Instance 7 -> Cluster 0
Instance 8 -> Cluster 0
Instance 9 -> Cluster 0
Instance 10 -> Cluster 0
Instance 11 -> Cluster 0
Instance 12 -> Cluster 0
Instance 13 -> Cluster 1
Instance 14 -> Cluster 0
Instance 15 -> Cluster 0
Instance 16 -> Cluster 1
Instance 17 -> Cluster 0
Instance 18 -> Cluster 0
Instance 19 -> Cluster 0
Instance 20 -> Cluster 0
Instance 21 -> Cluster 1
Instance 22 -> Cluster 0
Instance 23 -> Cluster 0
Instance 24 -> Cluster 1
Instance 25 -> Cluster 0
Instance 26 -> Cluster 0
Instance 27 -> Cluster 0
Instance 28 -> Cluster 0
Instance 29 -> Cluster 0
Instance 30 -> Cluster 0
Instance 31 -> Cluster 1
Instance 32 -> Cluster 0
Instance 33 -> Cluster 0
Instance 34 -> Cluster 0
Instance 35 -> Cluster 0
Instance 36 -> Cluster 0
Instance 37 -> Cluster 0
Instance 38 -> Cluster 0
Instance 39 -> Cluster 0
Instance 40 -> Cluster 0
Instance 41 -> Cluster 1
Instance 42 -> Cluster 1
Instance 43 -> Cluster 0
Instance 44 -> Cluster 0
Instance 45 -> Cluster 0
Instance 46 -> Cluster 0
Instance 47 -> Cluster 0
Instance 48 -> Cluster 0
Instance 49 -> Cluster 1
Instance 50 -> Cluster 0
Instance 51 -> Cluster 0
Instance 52 -> Cluster 1
Instance 53 -> Cluster 0
Instance 54 -> Cluster 0
Instance 55 -> Cluster 0
Instance 56 -> Cluster 0
Instance 57 -> Cluster 0
Instance 58 -> Cluster 0
Instance 59 -> Cluster 0
Instance 60 -> Cluster 0
Instance 61 -> Cluster 0
Instance 62 -> Cluster 0
Instance 63 -> Cluster 0
Instance 64 -> Cluster 0
Instance 65 -> Cluster 0
Instance 66 -> Cluster 0
Instance 67 -> Cluster 0
Instance 68 -> Cluster 0
Instance 69 -> Cluster 0
Instance 70 -> Cluster 0
Instance 71 -> Cluster 0
Instance 72 -> Cluster 0
Instance 73 -> Cluster 0
Instance 74 -> Cluster 0
Instance 75 -> Cluster 1
Instance 76 -> Cluster 0
Instance 77 -> Cluster 0
Instance 78 -> Cluster 0
Instance 79 -> Cluster 0
Instance 80 -> Cluster 1
Instance 81 -> Cluster 0
Instance 82 -> Cluster 0
Instance 83 -> Cluster 0
Instance 84 -> Cluster 0
Instance 85 -> Cluster 0
Instance 86 -> Cluster 0
Instance 87 -> Cluster 0
Instance 88 -> Cluster 0
Instance 89 -> Cluster 0
Instance 90 -> Cluster 0
Instance 91 -> Cluster 0
Instance 92 -> Cluster 0
Instance 93 -> Cluster 0
Instance 94 -> Cluster 0
Instance 95 -> Cluster 0
Instance 96 -> Cluster 0
Instance 97 -> Cluster 0
Instance 98 -> Cluster 0
Instance 99 -> Cluster 0
Instance 100 -> Cluster 0
Instance 101 -> Cluster 0
Instance 102 -> Cluster 0
Instance 103 -> Cluster 0
Instance 104 -> Cluster 0
Instance 105 -> Cluster 0
Instance 106 -> Cluster 0
Instance 107 -> Cluster 0
Instance 108 -> Cluster 0
Instance 109 -> Cluster 0
Instance 110 -> Cluster 0
Instance 111 -> Cluster 1
Instance 112 -> Cluster 0
Instance 113 -> Cluster 0
Instance 114 -> Cluster 0
Instance 115 -> Cluster 0
Instance 116 -> Cluster 0
Instance 117 -> Cluster 0
Instance 118 -> Cluster 0
Instance 119 -> Cluster 0
Instance 120 -> Cluster 1
Instance 121 -> Cluster 0
Instance 122 -> Cluster 0
Instance 123 -> Cluster 1
Instance 124 -> Cluster 0
Instance 125 -> Cluster 0
Instance 126 -> Cluster 1
Instance 127 -> Cluster 0
Instance 128 -> Cluster 0
Instance 129 -> Cluster 0
Instance 130 -> Cluster 1
Instance 131 -> Cluster 1
Instance 132 -> Cluster 0
Instance 133 -> Cluster 0
Instance 134 -> Cluster 0
Instance 135 -> Cluster 0
Instance 136 -> Cluster 0
Instance 137 -> Cluster 0
Instance 138 -> Cluster 0
Instance 139 -> Cluster 0
Instance 140 -> Cluster 0
Instance 141 -> Cluster 0
